CustomerID,TotalInvestments,TotalAmount,AvgAmount,TotalROI,AvgROI,FirstInvestment,LastInvestment,DaysActive,IsChurnRisk,InvestmentFrequency,ROI_Ratio,Gender,Age,Region,RiskProfile,JoinDate,PreferredInvestmentType,CustomerAgeDays,CustomerAgeMonths,CLV,Segment
INV01565,3,31328.18,10442.726666666667,5953.29,1984.43,2021-11-17,2023-08-05,626,True,313.0,19.002987087025165,Female,46,Port Harcourt,Medium,2021-05-04,Stocks,1473,48.39027595269382,123.0265767820774,1.0
INV01566,8,80272.67,10034.08375,6111.52,763.94,2022-12-03,2024-12-19,747,False,106.71428571428571,7.613450505632864,Male,43,Kano,Medium,2022-02-03,Stocks,1198,39.35611038107753,155.2877035058431,0.0
INV01567,4,4717.9400000000005,1179.4850000000001,141.82000000000002,35.455000000000005,2023-02-02,2024-06-16,500,False,166.66666666666666,3.0059729458195736,Female,67,Abuja,Medium,2020-07-29,Crypto,1752,57.55584756898817,2.464041552511416,1.0
INV01568,3,46736.23,15578.743333333334,-10110.849999999999,-3370.283333333333,2023-08-12,2024-07-17,340,False,170.0,-21.63385878578567,Female,53,Port Harcourt,High,2023-02-04,Mutual Fund,832,27.33245729303548,-369.9210024038461,3.0
INV01569,5,67219.24,13443.848000000002,2624.73,524.946,2021-07-23,2023-12-05,865,True,216.25,3.9047302528264223,Male,60,Enugu,High,2020-06-20,Fixed Income,1791,58.83705650459921,44.610151423785595,0.0
INV01570,4,36755.6,9188.9,2569.69,642.4225,2023-05-17,2024-04-29,348,True,116.0,6.991288402311485,Female,21,Abuja,Medium,2023-05-17,Mutual Fund,730,23.98160315374507,107.15255287671235,0.0
INV01571,7,49614.07,7087.7242857142855,3145.1699999999996,449.30999999999995,2023-10-06,2024-12-19,440,False,73.33333333333333,6.339270291673309,Female,35,Kano,Medium,2023-09-05,Stocks,619,20.33508541392904,154.6671644588045,0.0
INV01572,4,62114.89,15528.7225,7898.650000000001,1974.6625000000001,2020-08-13,2023-09-23,1136,True,378.6666666666667,12.716194136381793,Male,60,Kano,Medium,2020-01-04,Crypto,1959,64.35611038107753,122.73348953547729,3.0
INV01573,6,48047.479999999996,8007.913333333333,1983.6,330.59999999999997,2022-07-29,2024-02-01,552,True,110.4,4.128416308201803,Female,67,Port Harcourt,Medium,2021-11-07,Crypto,1286,42.24704336399474,46.952398133748055,0.0
INV01574,4,37101.619999999995,9275.404999999999,1489.7800000000002,372.44500000000005,2023-12-19,2024-12-01,348,False,116.0,4.015404179116707,Male,33,Port Harcourt,Medium,2021-11-16,Crypto,1277,41.95137976346912,35.512062020360226,0.0
INV01575,3,27485.94,9161.98,10810.91,3603.6366666666668,2022-05-30,2023-11-15,534,True,267.0,39.332509639473855,Male,55,Kano,Low,2021-10-31,Crypto,1293,42.47700394218134,254.51206527455528,2.0
INV01576,4,31242.109999999997,7810.527499999999,380.92,95.23,2022-02-05,2024-02-07,732,True,244.0,1.219251836703731,Male,44,Lagos,Medium,2020-07-04,Fixed Income,1777,58.37713534822601,6.52515745638717,1.0
INV01577,4,25905.7,6476.425,-1622.17,-405.5425,2023-08-07,2024-01-16,162,True,54.0,-6.261826547825382,Male,55,Port Harcourt,Medium,2023-03-26,Crypto,782,25.689881734559787,-63.14431560102303,0.0
INV01578,3,32614.44,10871.48,790.69,263.56333333333333,2023-01-24,2024-11-10,656,False,328.0,2.4243555921855475,Female,24,Kano,Medium,2022-05-27,Mutual Fund,1085,35.64388961892247,22.183044792626728,1.0
INV01579,4,36777.93,9194.4825,7031.92,1757.98,2023-12-02,2024-07-14,225,False,75.0,19.119945032251678,Female,59,Lagos,Medium,2022-09-07,Real Estate,982,32.26018396846255,217.9751983706721,0.0
INV01580,4,36190.1,9047.525,9912.52,2478.13,2023-06-23,2024-10-03,468,False,156.0,27.390142608061325,Male,65,Enugu,Low,2020-11-18,Crypto,1640,53.876478318002626,183.98604195121953,2.0
INV01581,4,65855.12,16463.78,4232.59,1058.1475,2022-07-14,2024-07-20,737,False,245.66666666666666,6.427123661759329,Male,31,Enugu,Medium,2021-04-17,Mutual Fund,1490,48.94875164257556,86.46982523489933,3.0
INV01582,3,12764.550000000001,4254.85,8562.58,2854.193333333333,2022-08-27,2023-03-21,206,True,103.0,67.08093900685883,Male,44,Port Harcourt,Medium,2022-06-17,Crypto,1064,34.95400788436268,244.96704436090224,2.0
INV01583,1,4581.54,4581.54,311.54,311.54,2022-08-28,2022-08-28,0,True,,6.799896977872069,Male,63,Abuja,Low,2022-04-22,Real Estate,1120,36.793692509855454,8.467212142857143,
INV01584,4,31420.920000000002,7855.2300000000005,-627.54,-156.885,2023-12-04,2024-09-02,273,False,91.0,-1.9972044103100735,Male,34,Port Harcourt,Low,2023-10-21,Crypto,573,18.823915900131404,-33.337378010471205,0.0
INV01585,7,51999.759999999995,7428.5371428571425,201.34000000000015,28.762857142857165,2023-01-02,2024-12-01,699,False,116.5,0.3871940947419761,Male,55,Port Harcourt,Low,2022-07-21,Fixed Income,1030,33.83705650459921,5.9502811650485485,0.0
INV01586,4,134655.44,33663.86,8672.9,2168.225,2022-06-05,2024-11-20,899,False,299.6666666666667,6.440809223897675,Female,29,Port Harcourt,Medium,2022-01-31,Crypto,1201,39.45466491458607,219.81938051623646,3.0
INV01587,4,23066.08,5766.52,1417.71,354.4275,2023-03-30,2023-11-26,241,True,80.33333333333333,6.146297940525654,Male,66,Enugu,Low,2022-05-26,Fixed Income,1086,35.67674113009198,39.73765414364641,0.0
INV01588,1,3063.41,3063.41,138.29,138.29,2022-07-29,2022-07-29,0,True,,4.514250459455313,Male,41,Enugu,Medium,2022-05-29,Real Estate,1083,35.57818659658344,3.886932225300092,
INV01589,2,5098.92,2549.46,546.09,273.045,2024-02-14,2024-06-17,124,False,124.0,10.709915040832177,Female,59,Port Harcourt,Low,2023-01-06,Mutual Fund,861,28.28515111695138,19.306596515679445,1.0
INV01590,8,56917.39,7114.67375,13400.189999999999,1675.0237499999998,2022-12-15,2024-07-12,575,False,82.14285714285714,23.543226419904354,Female,33,Abuja,Medium,2022-10-20,Crypto,939,30.847568988173453,434.40019552715654,0.0
INV01591,4,28233.07,7058.2675,1287.1,321.775,2022-11-25,2023-11-21,361,True,120.33333333333333,4.558838270156238,Male,48,Lagos,Medium,2021-05-01,Real Estate,1476,48.48883048620236,26.544257452574527,0.0
INV01592,5,49194.14,9838.828,4015.12,803.024,2022-08-05,2024-07-16,711,False,177.75,8.161785123187435,Female,59,Enugu,High,2022-05-23,Mutual Fund,1089,35.775295663600524,112.23163709825528,0.0
INV01593,2,10364.46,5182.23,4425.27,2212.635,2023-02-01,2023-11-07,279,True,279.0,42.6965804296606,Male,28,Lagos,Low,2022-09-17,Crypto,972,31.93166885676741,138.58561604938274,2.0
INV01594,7,111257.1,15893.871428571429,4743.34,677.62,2024-02-01,2024-11-16,289,False,48.166666666666664,4.263404313073053,Female,27,Enugu,Medium,2023-12-18,Real Estate,515,16.918528252299605,280.36363029126215,0.0
INV01595,2,6254.55,3127.275,-156.32999999999998,-78.16499999999999,2023-12-01,2024-08-31,274,False,274.0,-2.4994603928340164,Male,66,Enugu,Low,2021-04-09,Crypto,1498,49.21156373193167,-3.1766923898531374,1.0
INV01596,3,63541.78,21180.593333333334,3302.8,1100.9333333333334,2022-06-04,2024-06-08,735,False,367.5,5.197839909426523,Female,38,Kano,Medium,2022-05-05,Crypto,1107,36.366622864651774,90.8195411020777,3.0
INV01597,1,1519.91,1519.91,49.0,49.0,2024-08-15,2024-08-15,0,False,,3.2238750978676367,Female,38,Kano,Medium,2023-12-13,Fixed Income,520,17.082785808147175,2.868384615384615,
INV01598,5,69143.70999999999,13828.741999999998,-4332.61,-866.5219999999999,2020-10-23,2024-10-14,1452,False,363.0,-6.266094197143891,Male,47,Lagos,High,2020-07-05,Stocks,1776,58.3442838370565,-74.25937409909909,3.0
INV01599,4,15678.29,3919.5725,4737.25,1184.3125,2023-02-09,2024-07-15,522,False,174.0,30.21534874020062,Male,20,Enugu,Medium,2022-01-07,Crypto,1225,40.2431011826544,117.71582857142857,2.0
INV01600,2,12737.53,6368.765,381.54999999999995,190.77499999999998,2023-11-22,2024-06-11,202,False,202.0,2.9954787152611217,Female,46,Port Harcourt,Low,2020-01-18,Fixed Income,1945,63.89618922470434,5.971404627249356,1.0
INV01601,2,9283.939999999999,4641.969999999999,464.3,232.15,2024-01-31,2024-10-30,273,False,273.0,5.00110944275814,Female,67,Abuja,High,2023-10-06,Fixed Income,588,19.316688567674113,24.036210884353743,1.0
INV01602,1,12970.32,12970.32,3037.94,3037.94,2023-12-14,2023-12-14,0,True,,23.42224401556785,Female,20,Enugu,High,2022-02-21,Stocks,1180,38.76478318002628,78.3685538983051,
INV01603,1,16587.29,16587.29,919.86,919.86,2021-05-08,2021-05-08,0,True,,5.545571338054619,Male,40,Kano,Low,2020-10-29,Real Estate,1660,54.533508541392905,16.86779421686747,
INV01604,2,16000.63,8000.315,-4480.64,-2240.32,2023-06-17,2023-09-09,84,True,84.0,-28.002897385915432,Female,34,Abuja,High,2023-03-23,Crypto,785,25.78843626806833,-173.7460912101911,1.0
INV01605,4,16467.17,4116.7925,272.48,68.12,2023-12-03,2024-05-06,155,True,51.666666666666664,1.6546862636385002,Male,67,Kano,High,2023-08-13,Mutual Fund,642,21.090670170827856,12.919456697819317,0.0
INV01607,5,86180.31,17236.061999999998,7079.1,1415.8200000000002,2022-08-12,2024-09-21,771,False,192.75,8.214289319683349,Female,44,Lagos,Low,2021-08-15,Mutual Fund,1370,45.006570302233904,157.29036788321167,3.0
INV01608,3,31384.920000000002,10461.640000000001,1392.3000000000002,464.1000000000001,2022-06-22,2024-03-05,622,True,311.0,4.436206942697321,Male,62,Port Harcourt,Low,2021-10-14,Fixed Income,1310,43.03547963206307,32.35237557251909,1.0
INV01609,7,39313.88,5616.268571428571,3203.59,457.6557142857143,2020-08-31,2024-06-21,1390,False,231.66666666666666,8.148750517628889,Male,43,Enugu,Low,2020-05-25,Crypto,1817,59.69119579500657,53.6693888827738,0.0
INV01611,3,36476.380000000005,12158.793333333335,-10113.86,-3371.286666666667,2024-04-10,2024-12-04,238,False,119.0,-27.727148362858372,Male,28,Enugu,High,2023-09-27,Crypto,597,19.612352168199735,-515.6882720268007,1.0
INV01612,2,51566.880000000005,25783.440000000002,-11154.47,-5577.235,2023-11-12,2024-03-06,115,True,115.0,-21.631074053733713,Male,66,Port Harcourt,Low,2021-07-02,Crypto,1414,46.45203679369251,-240.1287601131542,3.0
INV01613,5,44191.41,8838.282000000001,2548.5899999999997,509.71799999999996,2020-11-29,2024-09-07,1378,False,344.5,5.7671615365972695,Male,59,Abuja,High,2020-02-14,Real Estate,1918,63.00919842312746,40.44790385818561,1.0
INV01614,8,99289.24,12411.155,10149.17,1268.64625,2021-02-24,2024-06-12,1204,False,172.0,10.221822626500112,Female,48,Lagos,Low,2021-01-29,Crypto,1568,51.51116951379763,197.0285298469388,0.0
INV01615,4,40655.73,10163.9325,9906.519999999999,2476.6299999999997,2024-01-04,2024-12-22,353,False,117.66666666666667,24.36684816629783,Female,56,Abuja,Medium,2023-03-10,Stocks,798,26.21550591327201,377.8878055137844,2.0
INV01616,4,30716.75,7679.1875,2204.17,551.0425,2021-08-26,2023-12-26,852,True,284.0,7.175791709734917,Female,41,Kano,Low,2021-07-20,Real Estate,1396,45.86070959264126,48.06227421203439,1.0
INV01617,3,27256.28,9085.426666666666,3500.34,1166.78,2023-12-09,2024-12-13,370,False,185.0,12.842324777996117,Male,65,Lagos,Medium,2023-09-30,Stocks,594,19.513797634691194,179.37769292929295,1.0
INV01618,4,95242.17,23810.5425,227.51999999999987,56.87999999999997,2023-08-09,2024-02-28,203,True,67.66666666666667,0.23888577927193372,Female,65,Port Harcourt,Low,2022-02-25,Mutual Fund,1176,38.633377135348226,5.889208163265303,3.0
INV01619,5,54729.58,10945.916000000001,3291.8,658.36,2023-05-21,2024-08-30,467,False,116.75,6.014663368511142,Male,46,Abuja,Medium,2023-02-27,Mutual Fund,809,26.576872536136662,123.8595698393078,0.0
INV01620,9,85452.98,9494.775555555556,6652.39,739.1544444444445,2021-12-23,2024-09-29,1011,False,126.375,7.784854314033285,Male,65,Port Harcourt,Low,2021-10-06,Fixed Income,1318,43.29829172141918,153.64093444613053,0.0
INV01621,7,70275.84,10039.405714285715,1024.4900000000002,146.35571428571433,2023-11-18,2024-09-09,296,False,49.333333333333336,1.457812528459283,Female,30,Kano,High,2023-10-24,Stocks,570,18.725361366622863,54.7113607017544,0.0
INV01622,2,7397.74,3698.87,410.29999999999995,205.14999999999998,2023-01-03,2024-07-25,569,False,569.0,5.546288461070543,Female,56,Abuja,High,2020-09-19,Fixed Income,1700,55.84756898817346,7.346783529411764,1.0
INV01623,3,14466.59,4822.196666666667,1691.8,563.9333333333333,2022-01-14,2024-07-30,928,False,464.0,11.69453202171348,Male,69,Port Harcourt,Medium,2020-06-03,Fixed Income,1808,59.39553219448094,28.483623893805312,1.0
INV01624,3,44621.6,14873.866666666667,-2453.88,-817.96,2020-09-20,2024-03-06,1263,True,631.5,-5.499309751331195,Male,36,Kano,Low,2020-06-07,Stocks,1804,59.26412614980289,-41.40582439024391,1.0
INV01625,9,86280.79,9586.754444444443,4583.139999999999,509.2377777777777,2021-09-15,2024-01-31,868,True,108.5,5.31188923977168,Other,23,Kano,Low,2021-05-03,Fixed Income,1474,48.42312746386334,94.64774871099048,0.0
INV01626,5,41352.43,8270.486,-597.1100000000001,-119.42200000000003,2021-08-11,2024-05-11,1004,True,251.0,-1.4439538377793038,Male,66,Abuja,High,2020-09-12,Crypto,1707,56.07752956636005,-10.647936965436442,0.0
INV01627,2,16621.5,8310.75,5052.5,2526.25,2024-11-30,2024-12-22,22,False,22.0,30.39737689137563,Female,45,Port Harcourt,Medium,2021-11-27,Crypto,1266,41.59001314060447,121.48349131121643,2.0
INV01628,2,2000.0,1000.0,102.69,51.345,2023-11-09,2024-09-19,315,False,315.0,5.1345,Female,29,Lagos,Medium,2022-09-10,Mutual Fund,979,32.16162943495401,3.1929352400408577,1.0
INV01629,6,29197.5,4866.25,1281.85,213.64166666666665,2023-05-26,2024-01-09,228,True,45.6,4.390273139823615,Male,39,Lagos,Medium,2023-02-07,Real Estate,829,27.233902759526938,47.068171290711696,0.0
INV01630,3,30619.07,10206.356666666667,581.9000000000001,193.9666666666667,2020-10-30,2023-12-30,1156,True,578.0,1.900449621755331,Female,63,Kano,High,2020-05-13,Crypto,1829,60.08541392904073,9.684546746856208,1.0
INV01631,4,23002.99,5750.7475,1885.52,471.38,2021-09-14,2024-10-07,1119,False,373.0,8.196847453309331,Female,63,Enugu,Medium,2021-05-29,Stocks,1448,47.56898817345598,39.637588950276246,1.0
INV01632,5,49603.24,9920.648,2297.73,459.546,2021-09-27,2023-09-27,730,True,182.5,4.632217572884352,Male,38,Kano,Low,2021-06-06,Fixed Income,1440,47.30617608409987,48.57145916666667,0.0
INV01633,10,82992.63,8299.263,12262.26,1226.226,2020-09-25,2024-07-07,1381,False,153.44444444444446,14.77511918829419,Female,66,Port Harcourt,High,2020-08-18,Fixed Income,1732,56.8988173455979,215.509927482679,0.0
INV01634,1,5483.03,5483.03,5793.92,5793.92,2023-11-23,2023-11-23,0,True,,105.67004010556207,Male,44,Enugu,Medium,2023-10-17,Crypto,577,18.95532194480946,305.6619147313692,
INV01635,7,78078.22,11154.031428571428,8478.59,1211.2271428571428,2023-03-23,2024-05-03,407,True,67.83333333333333,10.859097453809783,Female,59,Abuja,High,2022-12-21,Crypto,877,28.8107752956636,294.2853815279362,0.0
INV01636,4,32116.78,8029.195,905.87,226.4675,2020-12-28,2023-12-31,1098,True,366.0,2.8205505035062672,Male,65,Port Harcourt,Low,2020-01-24,Fixed Income,1939,63.69908015768725,14.221084476534298,1.0
INV01637,1,6112.04,6112.04,571.02,571.02,2023-07-04,2023-07-04,0,True,,9.342543569741036,Female,58,Enugu,Medium,2021-11-17,Real Estate,1276,41.9185282522996,13.62213855799373,
INV01638,7,39781.5,5683.071428571428,-155.62000000000012,-22.231428571428587,2021-02-24,2024-05-31,1192,False,198.66666666666666,-0.39118685821298876,Other,69,Abuja,Medium,2020-10-18,Mutual Fund,1671,54.894875164257556,-2.834873010173551,0.0
INV01640,6,37515.08,6252.513333333333,12861.829999999998,2143.638333333333,2023-09-21,2024-12-15,451,False,90.2,34.28442642265456,Female,61,Port Harcourt,Low,2023-09-01,Crypto,623,20.466491458607095,628.4335556982343,2.0
INV01641,2,44991.590000000004,22495.795000000002,960.52,480.26,2022-03-09,2023-09-20,560,True,560.0,2.1348878757118825,Female,30,Kano,Medium,2022-03-05,Fixed Income,1168,38.370565045992116,25.032730136986302,3.0
INV01642,3,64858.96,21619.653333333332,2224.61,741.5366666666667,2022-10-21,2024-05-05,562,True,281.0,3.429919320322127,Male,31,Abuja,Low,2022-10-21,Fixed Income,938,30.814717477003942,72.19310063965885,3.0
INV01643,7,71832.89,10261.841428571428,-1146.15,-163.7357142857143,2021-11-24,2024-09-05,1016,False,169.33333333333334,-1.595578292896193,Male,57,Lagos,Medium,2021-11-10,Stocks,1283,42.1484888304862,-27.193145752143415,0.0
INV01644,4,93162.25,23290.5625,2349.2599999999998,587.3149999999999,2023-05-27,2024-12-18,571,False,190.33333333333334,2.521686627362478,Female,50,Abuja,Low,2021-12-27,Mutual Fund,1236,40.60446780551905,57.85717993527508,3.0
INV01645,4,52827.52,13206.88,2804.2599999999998,701.0649999999999,2022-01-29,2024-06-04,857,False,285.6666666666667,5.308331718013641,Female,62,Abuja,Medium,2021-08-05,Mutual Fund,1380,45.335085413929036,61.85628579710145,3.0
INV01646,5,46701.92,9340.384,3119.65,623.9300000000001,2023-06-02,2024-11-10,527,False,131.75,6.679918084738272,Female,20,Abuja,Medium,2023-03-14,Mutual Fund,794,26.084099868593952,119.59968010075569,0.0
INV01647,6,55029.670000000006,9171.611666666668,2157.53,359.58833333333337,2023-11-28,2024-12-07,375,False,75.0,3.920666796657149,Male,49,Enugu,High,2023-06-30,Fixed Income,686,22.536136662286463,95.73646239067057,0.0
INV01648,4,38802.81,9700.7025,918.9100000000001,229.72750000000002,2021-04-30,2024-12-28,1338,False,446.0,2.368153234263189,Male,59,Kano,High,2021-04-20,Crypto,1487,48.85019710906702,18.810773638197716,1.0
INV01649,7,31364.91,4480.701428571429,-1928.9000000000003,-275.5571428571429,2022-06-02,2024-12-31,943,False,157.16666666666666,-6.149866203984007,Male,52,Enugu,Medium,2022-02-26,Stocks,1175,38.60052562417871,-49.97082212765959,0.0
INV01650,6,60085.66,10014.276666666667,1720.39,286.7316666666667,2021-07-11,2024-12-06,1244,False,248.8,2.863228930164036,Male,33,Kano,Low,2020-10-13,Mutual Fund,1676,55.059132720105126,31.246224105011933,0.0
INV01651,3,12271.62,4090.5400000000004,476.82,158.94,2022-08-19,2023-08-19,365,True,182.5,3.8855505630063507,Female,24,Port Harcourt,Medium,2021-06-27,Fixed Income,1419,46.61629434954008,10.228612262156448,1.0
INV01652,6,106146.15,17691.024999999998,-23146.469999999998,-3857.7449999999994,2023-09-28,2024-08-16,323,False,64.6,-21.806226603602674,Male,47,Port Harcourt,Medium,2023-06-30,Crypto,686,22.536136662286463,-1027.0824297376093,0.0
INV01653,3,40781.85,13593.949999999999,4868.33,1622.7766666666666,2022-04-22,2023-10-09,535,True,267.5,11.937491800886914,Female,21,Port Harcourt,Medium,2021-04-30,Stocks,1477,48.52168199737188,100.33308408937035,3.0
INV01654,4,60346.61,15086.6525,465.8600000000001,116.46500000000003,2024-02-16,2024-11-14,272,False,90.66666666666667,0.771973769529059,Male,63,Kano,Medium,2023-05-03,Fixed Income,744,24.441524310118265,19.06018602150538,3.0
INV01655,3,36597.59,12199.196666666665,891.91,297.30333333333334,2022-11-21,2024-10-07,686,False,343.0,2.4370730422413063,Female,42,Lagos,Medium,2022-07-01,Fixed Income,1050,34.49408672798948,25.85689561904762,1.0
INV01656,6,69654.03,11609.005,3137.92,522.9866666666667,2021-10-10,2024-03-16,888,True,177.6,4.505008540065808,Female,22,Abuja,Medium,2020-10-25,Fixed Income,1664,54.66491458607096,57.40281538461539,0.0
INV01657,4,62488.6,15622.15,9039.32,2259.83,2021-09-19,2024-04-19,943,True,314.3333333333333,14.465550516414194,Female,47,Abuja,Low,2021-04-12,Mutual Fund,1495,49.11300919842313,184.05143866220735,3.0
INV01658,5,56733.99999999999,11346.8,1682.5599999999997,336.51199999999994,2023-04-12,2024-12-23,621,False,155.25,2.9656995804984665,Male,44,Port Harcourt,Low,2022-11-20,Crypto,908,29.829172141918527,56.40652687224669,0.0
INV01659,3,23277.93,7759.31,1304.98,434.99333333333334,2022-05-26,2023-05-27,366,True,183.0,5.606082671440287,Female,64,Port Harcourt,Medium,2021-06-04,Fixed Income,1442,47.3718791064389,27.547566712898753,1.0
INV01660,3,55799.729999999996,18599.91,-426.9000000000001,-142.30000000000004,2022-03-04,2024-08-23,903,False,451.5,-0.7650574653318217,Female,64,Port Harcourt,Low,2021-09-27,Fixed Income,1327,43.593955321944804,-9.79264204973625,3.0
INV01661,1,3214.26,3214.26,326.42,326.42,2023-04-07,2023-04-07,0,True,,10.155370131849944,Male,69,Kano,High,2021-01-17,Crypto,1580,51.905387647831795,6.288749873417722,
INV01662,6,87351.24,14558.54,5834.83,972.4716666666667,2021-06-23,2024-09-23,1188,False,237.6,6.679733453125565,Male,43,Lagos,High,2021-04-15,Stocks,1492,49.01445466491458,119.04304638069706,0.0
INV01663,8,115847.92,14480.99,5319.29,664.91125,2022-07-26,2024-11-25,853,False,121.85714285714286,4.591614592648707,Male,29,Abuja,High,2022-07-16,Mutual Fund,1035,34.00131406044678,156.4436595169082,0.0
INV01664,1,9582.87,9582.87,870.77,870.77,2024-02-16,2024-02-16,0,True,,9.086734976056231,Male,30,Kano,High,2020-03-28,Mutual Fund,1875,61.596583442838366,14.136660693333335,
INV01665,2,16184.81,8092.405,7707.99,3853.995,2021-06-05,2023-10-25,872,True,872.0,47.62484082296919,Female,44,Port Harcourt,High,2020-04-03,Crypto,1869,61.399474375821285,125.53837110754414,2.0
INV01666,1,6997.55,6997.55,821.8,821.8,2023-09-23,2023-09-23,0,True,,11.744110438653529,Female,61,Abuja,High,2022-11-10,Stocks,918,30.157687253613666,27.250100217864922,
INV01667,5,31687.729999999996,6337.545999999999,1528.98,305.796,2020-05-18,2024-10-23,1619,False,404.75,4.8251484091792,Female,55,Abuja,Medium,2020-04-25,Mutual Fund,1847,60.67674113009198,25.198782458040064,1.0
INV01668,9,91889.68000000001,10209.964444444446,7826.1900000000005,869.5766666666667,2023-08-28,2024-12-22,482,False,60.25,8.51694118425486,Female,31,Enugu,High,2023-07-31,Stocks,655,21.517739816031536,363.70873832061073,0.0
INV01669,3,15058.31,5019.4366666666665,597.74,199.24666666666667,2022-12-24,2024-04-22,485,True,242.5,3.9695025537394306,Male,21,Enugu,Medium,2022-08-23,Fixed Income,997,32.75295663600526,18.249955466399197,1.0
INV01670,5,47380.21,9476.042,6982.4400000000005,1396.488,2022-01-18,2024-12-20,1067,False,266.75,14.737038945162972,Male,39,Port Harcourt,Medium,2021-12-01,Stocks,1262,41.45860709592641,168.41955118858957,0.0
INV01671,3,63132.850000000006,21044.283333333336,3449.79,1149.93,2020-06-19,2024-04-08,1389,True,694.5,5.464334336244918,Female,55,Lagos,High,2020-01-15,Real Estate,1948,63.99474375821288,53.90739609856263,3.0
INV01672,5,58207.93,11641.586,3117.33,623.466,2023-03-26,2024-09-01,525,False,131.25,5.355507402513712,Male,42,Kano,Low,2022-12-09,Fixed Income,889,29.204993429697765,106.73962339707536,0.0
INV01673,3,10555.79,3518.596666666667,-1208.4400000000003,-402.81333333333345,2022-05-15,2024-09-25,864,False,432.0,-11.448124678493985,Female,24,Enugu,Medium,2022-04-04,Crypto,1138,37.3850197109067,-32.324177152899836,1.0
INV01675,4,24185.46,6046.365,3331.94,832.985,2021-12-16,2022-07-16,212,True,70.66666666666667,13.776624467758728,Female,44,Enugu,Medium,2020-02-04,Mutual Fund,1928,63.3377135348226,52.60594066390042,0.0
INV01676,3,21675.77,7225.256666666667,3333.49,1111.1633333333332,2022-09-29,2024-01-11,469,True,234.5,15.37887696723115,Female,45,Lagos,High,2020-12-25,Real Estate,1603,52.660972404730614,63.30095795383656,1.0
INV01677,6,42674.55,7112.425,-418.23,-69.705,2022-10-12,2024-08-03,661,False,132.2,-0.9800454837836602,Other,44,Enugu,Medium,2021-12-09,Fixed Income,1254,41.1957950065703,-10.152249760765551,0.0
INV01678,3,24114.94,8038.313333333333,78.65999999999997,26.219999999999988,2021-01-22,2024-01-02,1075,True,537.5,0.3261878321073989,Male,21,Kano,Low,2020-11-16,Fixed Income,1642,53.942181340341655,1.458228014616321,1.0
INV01679,2,6385.4,3192.7,2069.44,1034.72,2022-02-05,2023-03-21,409,True,409.0,32.40893287812823,Female,45,Abuja,High,2020-06-17,Crypto,1794,58.93561103810775,35.11357502787068,2.0
INV01680,3,14542.43,4847.4766666666665,-932.79,-310.93,2023-05-20,2024-08-01,439,False,219.5,-6.414265016231813,Male,45,Port Harcourt,Low,2023-04-15,Crypto,762,25.03285151116951,-37.262634645669294,1.0
INV01681,2,22744.77,11372.385,8391.19,4195.595,2024-02-28,2024-06-19,112,False,112.0,36.89283294577171,Female,38,Port Harcourt,High,2023-07-06,Crypto,680,22.339027595269382,375.6291523529412,2.0
INV01682,7,55226.51,7889.501428571429,2534.03,362.00428571428574,2022-06-25,2024-08-30,797,False,132.83333333333334,4.588430447623796,Female,38,Port Harcourt,Medium,2022-04-08,Crypto,1134,37.253613666228645,68.02105220458554,0.0
INV01683,3,26135.769999999997,8711.923333333332,4534.46,1511.4866666666667,2023-06-24,2024-06-08,350,False,175.0,17.34963232382287,Other,23,Port Harcourt,Medium,2023-02-11,Crypto,825,27.102496714848883,167.3078332121212,1.0
INV01684,3,8678.1,2892.7000000000003,-423.28000000000003,-141.09333333333333,2024-02-27,2024-11-25,272,False,136.0,-4.877565365690647,Male,59,Port Harcourt,Low,2023-10-13,Crypto,581,19.086727989487514,-22.176666437177285,1.0
INV01685,3,77844.16,25948.053333333333,-841.6400000000001,-280.5466666666667,2021-08-09,2023-02-27,567,True,283.5,-1.0811857947982224,Male,45,Abuja,High,2020-09-18,Crypto,1701,55.88042049934297,-15.06144714873604,3.0
INV01686,4,52393.92999999999,13098.482499999998,5686.41,1421.6025,2024-03-29,2024-12-22,268,False,89.33333333333333,10.85318471051895,Female,59,Port Harcourt,Low,2023-01-13,Mutual Fund,854,28.055190538764784,202.68655784543324,0.0
INV01687,4,18108.120000000003,4527.030000000001,13157.3,3289.325,2024-01-05,2024-08-12,220,False,73.33333333333333,72.65966870111308,Male,54,Port Harcourt,High,2023-08-23,Crypto,632,20.76215505913272,633.7155253164557,2.0
INV01688,5,57957.54,11591.508,28898.039999999997,5779.607999999999,2023-06-04,2024-04-05,306,True,76.5,49.860708373750846,Male,55,Lagos,Medium,2023-01-18,Crypto,849,27.890932982917214,1036.108760424028,2.0
INV01689,5,62181.07,12436.214,4379.54,875.908,2022-12-13,2024-11-06,694,False,173.5,7.043204628032293,Female,64,Lagos,High,2022-10-23,Fixed Income,936,30.749014454664913,142.42862991452992,0.0
INV01690,3,26235.059999999998,8745.019999999999,14709.09,4903.03,2021-04-18,2024-01-12,999,True,499.5,56.066538441307166,Female,36,Kano,Low,2020-10-28,Stocks,1661,54.566360052562416,269.56333509933773,2.0
INV01692,7,77784.67,11112.095714285713,2797.98,399.7114285714286,2023-01-11,2024-09-07,605,False,100.83333333333333,3.597084104104318,Female,44,Port Harcourt,High,2022-04-13,Mutual Fund,1129,37.089356110381075,75.43889388839682,0.0
